date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-05-15,Cade Cunningham,AST,8.5,BetOnline.ag,6.4,0.79,0.702,63.0,UNDER,Starter,Detroit Pistons @ Cleveland Cavaliers,2.15,0.0,Win,0.0,,C,support,0.6304,C,false,NBA wager: Detroit Pistons @ Cleveland Cavaliers — Cade Cunningham UNDER 8.5 AST — BetOnline.ag
2026-05-15,Naz Reid,REB,7.5,Bovada,8.7,0.78,0.685,43.2,OVER,Starter,San Antonio Spurs @ Minnesota Timberwolves,2.15,0.0,Loss,-0.0,,C,support,0.4321,PASS,false,NBA wager: San Antonio Spurs @ Minnesota Timberwolves — Naz Reid OVER 7.5 REB — Bovada
2026-05-15,Max Strus,REB,4.5,BetMGM,6.0,0.8,0.685,76.0,OVER,Starter,Detroit Pistons @ Cleveland Cavaliers,2.1,1.0,Win,1.1,,A,support,0.7602,A,true,NBA wager: Detroit Pistons @ Cleveland Cavaliers — Max Strus OVER 4.5 REB — BetMGM
2026-05-15,Donovan Mitchell,AST,3.5,Bovada,2.5,0.88,0.652,76.0,UNDER,Starter,Detroit Pistons @ Cleveland Cavaliers,1.87,1.0,Win,0.87,,A,support,0.7602,A,true,NBA wager: Detroit Pistons @ Cleveland Cavaliers — Donovan Mitchell UNDER 3.5 AST — Bovada
2026-05-15,Julius Randle,REB,6.5,Bovada,7.7,0.71,0.45,57.7,OVER,Starter,San Antonio Spurs @ Minnesota Timberwolves,2.05,0.0,Win,0.0,,C,support,0.5771,C,false,NBA wager: San Antonio Spurs @ Minnesota Timberwolves — Julius Randle OVER 6.5 REB — Bovada
2026-05-15,Tobias Harris,PTS,17.5,DraftKings,20.4,0.75,0.445,75.4,OVER,Starter,Detroit Pistons @ Cleveland Cavaliers,1.93,1.0,Loss,-1.0,,A,support,0.7540,A,true,NBA wager: Detroit Pistons @ Cleveland Cavaliers — Tobias Harris OVER 17.5 PTS — DraftKings
2026-05-15,Devin Vassell,AST,2.5,FanDuel,2.8,0.67,0.439,43.2,OVER,Starter,San Antonio Spurs @ Minnesota Timberwolves,2.16,0.0,Win,0.0,,C,support,0.4321,PASS,false,NBA wager: San Antonio Spurs @ Minnesota Timberwolves — Devin Vassell OVER 2.5 AST — FanDuel
2026-05-15,Luke Kornet,REB,2.5,FanDuel,4.7,0.72,0.434,58.1,OVER,Rotation,San Antonio Spurs @ Minnesota Timberwolves,1.98,0.0,Win,0.0,,C,support,0.5815,C,false,NBA wager: San Antonio Spurs @ Minnesota Timberwolves — Luke Kornet OVER 2.5 REB — FanDuel
2026-05-15,Dennis Schroder,AST,2.5,FanDuel,1.7,0.65,0.403,39.8,UNDER,Rotation,Detroit Pistons @ Cleveland Cavaliers,2.16,0.0,Loss,-0.0,,C,support,0.3979,PASS,false,NBA wager: Detroit Pistons @ Cleveland Cavaliers — Dennis Schroder UNDER 2.5 AST — FanDuel
2026-05-15,Stephon Castle,PTS,16.5,BetMGM,20.1,0.74,0.379,56.6,OVER,Starter,San Antonio Spurs @ Minnesota Timberwolves,1.87,0.0,Win,0.0,,C,support,0.5660,C,false,NBA wager: San Antonio Spurs @ Minnesota Timberwolves — Stephon Castle OVER 16.5 PTS — BetMGM
