date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-04-30,Mike Conley,AST,3.5,FanDuel,2.2,0.81,0.77,43.2,UNDER,Rotation,Denver Nuggets @ Minnesota Timberwolves,2.18,0.0,Win,0.0,,C,support,0.4321,PASS,false,NBA wager: Denver Nuggets @ Minnesota Timberwolves — Mike Conley UNDER 3.5 AST — FanDuel
2026-04-30,Nikola Jokic,3PTM,1.5,BetMGM,0.9,0.8,0.649,76.3,UNDER,Starter,Denver Nuggets @ Minnesota Timberwolves,2.05,1.0,Win,1.05,,A,support,0.7627,A,true,NBA wager: Denver Nuggets @ Minnesota Timberwolves — Nikola Jokic UNDER 1.5 3PTM — BetMGM
2026-04-30,Tyrese Maxey,AST,6.5,BetOnline.ag,5.3,0.71,0.569,63.0,UNDER,Starter,Boston Celtics @ Philadelphia 76ers,2.2,0.0,Win,0.0,,C,support,0.6304,C,false,NBA wager: Boston Celtics @ Philadelphia 76ers — Tyrese Maxey UNDER 6.5 AST — BetOnline.ag
2026-04-30,Quentin Grimes,REB,2.5,BetRivers,2.9,0.7,0.559,43.2,OVER,Rotation,Boston Celtics @ Philadelphia 76ers,2.23,0.0,Win,0.0,,C,support,0.4321,PASS,false,NBA wager: Boston Celtics @ Philadelphia 76ers — Quentin Grimes OVER 2.5 REB — BetRivers
2026-04-30,Jayson Tatum,PTS,25.5,BetMGM,23.1,0.81,0.524,75.4,UNDER,Starter,Boston Celtics @ Philadelphia 76ers,1.87,1.0,Win,0.87,,A,support,0.7540,A,true,NBA wager: Boston Celtics @ Philadelphia 76ers — Jayson Tatum UNDER 25.5 PTS — BetMGM
2026-04-30,Kelly Oubre Jr,REB,4.5,Bovada,6.0,0.83,0.512,56.1,OVER,Starter,Boston Celtics @ Philadelphia 76ers,1.83,0.0,Win,0.0,,C,support,0.5612,C,false,NBA wager: Boston Celtics @ Philadelphia 76ers — Kelly Oubre Jr OVER 4.5 REB — Bovada
2026-04-30,Bruce Brown,PTS,6.5,FanDuel,8.4,0.74,0.447,57.7,OVER,Rotation,Denver Nuggets @ Minnesota Timberwolves,1.96,0.0,Loss,-0.0,,C,support,0.5771,C,false,NBA wager: Denver Nuggets @ Minnesota Timberwolves — Bruce Brown OVER 6.5 PTS — FanDuel
2026-04-30,Joel Embiid,PTS,27.5,BetMGM,31.1,0.76,0.421,56.6,OVER,Starter,Boston Celtics @ Philadelphia 76ers,1.87,0.0,Loss,-0.0,,C,support,0.5660,C,false,NBA wager: Boston Celtics @ Philadelphia 76ers — Joel Embiid OVER 27.5 PTS — BetMGM
2026-04-30,Neemias Queta,PTS,8.5,DraftKings,10.6,0.69,0.414,57.7,OVER,Rotation,Boston Celtics @ Philadelphia 76ers,2.06,0.0,Loss,-0.0,,C,support,0.5771,C,false,NBA wager: Boston Celtics @ Philadelphia 76ers — Neemias Queta OVER 8.5 PTS — DraftKings
2026-04-30,Jonathan Kuminga,REB,4.5,FanDuel,3.4,0.73,0.38,57.7,UNDER,Rotation,New York Knicks @ Atlanta Hawks,1.88,0.0,Win,0.0,,C,support,0.5771,C,false,NBA wager: New York Knicks @ Atlanta Hawks — Jonathan Kuminga UNDER 4.5 REB — FanDuel
