date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-05-04,Quentin Grimes,REB,2.5,DraftKings,3.7,0.83,0.718,58.1,OVER,Rotation,Philadelphia 76ers @ New York Knicks,2.06,0.0,Loss,-0.0,,C,support,0.5815,C,false,NBA wager: Philadelphia 76ers @ New York Knicks — Quentin Grimes OVER 2.5 REB — DraftKings
2026-05-04,VJ Edgecombe,REB,5.5,Caesars,7.0,0.72,0.599,63.0,OVER,Starter,Philadelphia 76ers @ New York Knicks,2.21,0.0,Loss,-0.0,,C,support,0.6304,C,false,NBA wager: Philadelphia 76ers @ New York Knicks — VJ Edgecombe OVER 5.5 REB — Caesars
2026-05-04,Luke Kornet,REB,4.5,Bovada,6.1,0.76,0.597,57.7,OVER,Rotation,Minnesota Timberwolves @ San Antonio Spurs,2.1,0.0,Loss,-0.0,,C,support,0.5771,C,false,NBA wager: Minnesota Timberwolves @ San Antonio Spurs — Luke Kornet OVER 4.5 REB — Bovada
2026-05-04,Paul George,PTS,15.5,Bovada,17.6,0.73,0.526,75.4,OVER,Starter,Philadelphia 76ers @ New York Knicks,2.1,1.0,Win,1.1,,A,support,0.7540,A,true,NBA wager: Philadelphia 76ers @ New York Knicks — Paul George OVER 15.5 PTS — Bovada
2026-05-04,Jordan Clarkson,PTS,5.5,Bovada,7.3,0.76,0.453,57.7,OVER,Rotation,Philadelphia 76ers @ New York Knicks,1.91,0.0,Loss,-0.0,,C,support,0.5771,C,false,NBA wager: Philadelphia 76ers @ New York Knicks — Jordan Clarkson OVER 5.5 PTS — Bovada
2026-05-04,Mikal Bridges,REB,2.5,FanDuel,1.8,0.66,0.409,59.8,UNDER,Rotation,Philadelphia 76ers @ New York Knicks,2.12,0.0,Win,0.0,,C,support,0.5976,C,false,NBA wager: Philadelphia 76ers @ New York Knicks — Mikal Bridges UNDER 2.5 REB — FanDuel
2026-05-04,Josh Hart,AST,4.5,FanDuel,3.6,0.74,0.395,76.0,UNDER,Starter,Philadelphia 76ers @ New York Knicks,1.88,1.0,Loss,-1.0,,A,support,0.7602,A,true,NBA wager: Philadelphia 76ers @ New York Knicks — Josh Hart UNDER 4.5 AST — FanDuel
2026-05-04,Tyrese Maxey,AST,6.5,BetMGM,5.0,0.77,0.389,75.1,UNDER,Starter,Philadelphia 76ers @ New York Knicks,1.8,1.0,Win,0.8,,A,support,0.7513,A,true,NBA wager: Philadelphia 76ers @ New York Knicks — Tyrese Maxey UNDER 6.5 AST — BetMGM
2026-05-04,Dylan Harper,PTS,9.5,FanDuel,13.0,0.7,0.37,54.7,OVER,Rotation,Minnesota Timberwolves @ San Antonio Spurs,1.96,0.0,Win,0.0,,C,support,0.5466,PASS,false,NBA wager: Minnesota Timberwolves @ San Antonio Spurs — Dylan Harper OVER 9.5 PTS — FanDuel
2026-05-04,Anthony Edwards,3PTM,2.5,BetOnline.ag,2.1,0.64,0.354,55.1,UNDER,Starter,Minnesota Timberwolves @ San Antonio Spurs,2.1,0.0,Win,0.0,,C,support,0.5514,C,false,NBA wager: Minnesota Timberwolves @ San Antonio Spurs — Anthony Edwards UNDER 2.5 3PTM — BetOnline.ag
