date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-04-03,Jaylen Brown,AST,5.5,FanDuel,6.9,0.78,0.78,43.2,OVER,Starter,Boston Celtics @ Milwaukee Bucks,2.28,0.0,Loss,-0.0,,C,support,0.4321,PASS,false,NBA wager: Boston Celtics @ Milwaukee Bucks — Jaylen Brown OVER 5.5 AST — FanDuel
2026-04-03,Quenton Jackson,PTS,9.5,Bovada,5.7,0.84,0.766,32.8,UNDER,Rotation,Indiana Pacers @ Charlotte Hornets,2.1,0.0,Loss,-0.0,,C,support,0.3281,PASS,false,NBA wager: Indiana Pacers @ Charlotte Hornets — Quenton Jackson UNDER 9.5 PTS — Bovada
2026-04-03,Zion Williamson,AST,3.5,BetMGM,2.3,0.91,0.694,32.8,UNDER,Starter,New Orleans Pelicans @ Sacramento Kings,1.87,0.0,Win,0.0,,C,support,0.3281,PASS,false,NBA wager: New Orleans Pelicans @ Sacramento Kings — Zion Williamson UNDER 3.5 AST — BetMGM
2026-04-03,Nickeil Alexander-Walker,PTS,20.5,Bovada,25.7,0.76,0.586,56.6,OVER,Starter,Atlanta Hawks @ Brooklyn Nets,2.1,0.0,Win,0.0,,C,support,0.5660,C,false,NBA wager: Atlanta Hawks @ Brooklyn Nets — Nickeil Alexander-Walker OVER 20.5 PTS — Bovada
2026-04-03,Onyeka Okongwu,AST,2.5,DraftKings,3.8,0.88,0.56,56.6,OVER,Starter,Atlanta Hawks @ Brooklyn Nets,1.77,0.0,Win,0.0,,C,support,0.5660,C,false,NBA wager: Atlanta Hawks @ Brooklyn Nets — Onyeka Okongwu OVER 2.5 AST — DraftKings
2026-04-03,Josh Hart,AST,4.5,FanDuel,3.7,0.73,0.539,57.7,UNDER,Starter,Chicago Bulls @ New York Knicks,2.1,0.0,Win,0.0,,C,support,0.5771,C,false,NBA wager: Chicago Bulls @ New York Knicks — Josh Hart UNDER 4.5 AST — FanDuel
2026-04-03,Brice Sensabaugh,PTS,21.5,BetRivers,25.8,0.71,0.503,43.2,OVER,Starter,Utah Jazz @ Houston Rockets,2.12,0.0,Loss,-0.0,,C,support,0.4321,PASS,false,NBA wager: Utah Jazz @ Houston Rockets — Brice Sensabaugh OVER 21.5 PTS — BetRivers
2026-04-03,Zion Williamson,REB,5.5,BetMGM,4.4,0.74,0.447,32.8,UNDER,Starter,New Orleans Pelicans @ Sacramento Kings,1.95,0.0,Win,0.0,,C,support,0.3281,PASS,false,NBA wager: New Orleans Pelicans @ Sacramento Kings — Zion Williamson UNDER 5.5 REB — BetMGM
2026-04-03,Jeremiah Fears,REB,3.5,FanDuel,2.3,0.74,0.446,32.8,UNDER,Rotation,New Orleans Pelicans @ Sacramento Kings,1.96,0.0,Loss,-0.0,,C,support,0.3281,PASS,false,NBA wager: New Orleans Pelicans @ Sacramento Kings — Jeremiah Fears UNDER 3.5 REB — FanDuel
2026-04-03,Derrick White,3PTM,2.5,BetOnline.ag,2.0,0.62,0.421,39.8,UNDER,Starter,Boston Celtics @ Milwaukee Bucks,2.28,0.0,Loss,-0.0,,C,support,0.3979,PASS,false,NBA wager: Boston Celtics @ Milwaukee Bucks — Derrick White UNDER 2.5 3PTM — BetOnline.ag
