date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-04-02,Stephon Castle,AST,7.5,FanDuel,9.8,0.87,0.909,63.6,OVER,Starter,San Antonio Spurs @ Los Angeles Clippers,2.2,0.0,Loss,-0.0,,C,support,0.6364,C,false,NBA wager: San Antonio Spurs @ Los Angeles Clippers — Stephon Castle OVER 7.5 AST — FanDuel
2026-04-02,Stephon Castle,REB,5.5,BetMGM,7.1,0.7,0.546,63.6,OVER,Starter,San Antonio Spurs @ Los Angeles Clippers,2.2,0.0,Loss,-0.0,,C,support,0.6364,C,false,NBA wager: San Antonio Spurs @ Los Angeles Clippers — Stephon Castle OVER 5.5 REB — BetMGM
2026-04-02,Darius Garland,3PTM,2.5,BetRivers,4.6,0.86,0.537,77.7,OVER,Starter,San Antonio Spurs @ Los Angeles Clippers,1.79,1.0,Loss,-1.0,,A,support,0.7766,A,true,NBA wager: San Antonio Spurs @ Los Angeles Clippers — Darius Garland OVER 2.5 3PTM — BetRivers
2026-04-02,Keldon Johnson,PTS,11.5,FanDuel,15.3,0.75,0.528,78.3,OVER,Rotation,San Antonio Spurs @ Los Angeles Clippers,2.04,1.0,Win,1.04,,A,support,0.7827,A,true,NBA wager: San Antonio Spurs @ Los Angeles Clippers — Keldon Johnson OVER 11.5 PTS — FanDuel
2026-04-02,Daniss Jenkins,AST,6.5,BetOnline.ag,7.5,0.69,0.527,82.7,OVER,Starter,Minnesota Timberwolves @ Detroit Pistons,2.2,1.0,Win,1.2,,A,support,0.8267,A,true,NBA wager: Minnesota Timberwolves @ Detroit Pistons — Daniss Jenkins OVER 6.5 AST — BetOnline.ag
2026-04-02,LaMelo Ball,3PTM,3.5,BetOnline.ag,4.8,0.82,0.525,94.3,OVER,Starter,Phoenix Suns @ Charlotte Hornets,1.86,1.0,Loss,-1.0,,A,support,0.9428,A,true,NBA wager: Phoenix Suns @ Charlotte Hornets — LaMelo Ball OVER 3.5 3PTM — BetOnline.ag
2026-04-02,Luka Doncic,PTS,33.5,Bovada,37.4,0.67,0.515,41.2,OVER,Starter,Los Angeles Lakers @ Oklahoma City Thunder,2.25,0.0,Loss,-0.0,,C,support,0.4117,PASS,false,NBA wager: Los Angeles Lakers @ Oklahoma City Thunder — Luka Doncic OVER 33.5 PTS — Bovada
2026-04-02,Grayson Allen,PTS,13.5,BetRivers,16.9,0.73,0.508,55.1,OVER,Rotation,Phoenix Suns @ Charlotte Hornets,2.06,0.0,Loss,-0.0,,C,support,0.5512,C,false,NBA wager: Phoenix Suns @ Charlotte Hornets — Grayson Allen OVER 13.5 PTS — BetRivers
2026-04-02,Jalen Duren,PTS,23.5,Bovada,26.4,0.65,0.503,82.7,OVER,Starter,Minnesota Timberwolves @ Detroit Pistons,2.3,1.0,Loss,-1.0,,A,support,0.8267,A,true,NBA wager: Minnesota Timberwolves @ Detroit Pistons — Jalen Duren OVER 23.5 PTS — Bovada
2026-04-02,Sam Merrill,3PTM,2.5,BetRivers,2.0,0.66,0.502,11.1,UNDER,Rotation,Cleveland Cavaliers @ Golden State Warriors,2.28,0.0,Win,0.0,,C,abstain,0.1106,PASS,false,NBA wager: Cleveland Cavaliers @ Golden State Warriors — Sam Merrill UNDER 2.5 3PTM — BetRivers
