date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-04-18,Ayo Dosunmu,PTS,10.5,BetOnline.ag,18.1,0.99,0.855,57.7,OVER,Starter,Minnesota Timberwolves @ Denver Nuggets,1.88,0.0,Win,0.0,,C,support,0.5771,C,false,NBA wager: Minnesota Timberwolves @ Denver Nuggets — Ayo Dosunmu OVER 10.5 PTS — BetOnline.ag
2026-04-18,Jabari Smith Jr,PTS,14.5,FanDuel,18.0,0.86,0.728,56.6,OVER,Starter,Houston Rockets @ Los Angeles Lakers,2.0,0.0,Win,0.0,,C,support,0.5660,C,false,NBA wager: Houston Rockets @ Los Angeles Lakers — Jabari Smith Jr OVER 14.5 PTS — FanDuel
2026-04-18,LeBron James,PTS,24.5,Bovada,18.2,0.84,0.72,75.4,UNDER,Starter,Houston Rockets @ Los Angeles Lakers,2.05,1.0,Win,1.05,,A,support,0.7540,A,true,NBA wager: Houston Rockets @ Los Angeles Lakers — LeBron James UNDER 24.5 PTS — Bovada
2026-04-18,Bruce Brown,PTS,5.5,BetOnline.ag,10.4,0.9,0.7,57.7,OVER,Rotation,Minnesota Timberwolves @ Denver Nuggets,1.88,0.0,Win,0.0,,C,support,0.5771,C,false,NBA wager: Minnesota Timberwolves @ Denver Nuggets — Bruce Brown OVER 5.5 PTS — BetOnline.ag
2026-04-18,Donte DiVincenzo,AST,3.5,BetRivers,2.2,0.94,0.68,75.1,UNDER,Rotation,Minnesota Timberwolves @ Denver Nuggets,1.79,1.0,Win,0.79,,A,support,0.7513,A,true,NBA wager: Minnesota Timberwolves @ Denver Nuggets — Donte DiVincenzo UNDER 3.5 AST — BetRivers
2026-04-18,Max Strus,REB,3.5,FanDuel,4.8,0.74,0.623,43.2,OVER,Rotation,Toronto Raptors @ Cleveland Cavaliers,2.18,0.0,Loss,-0.0,,C,support,0.4321,PASS,false,NBA wager: Toronto Raptors @ Cleveland Cavaliers — Max Strus OVER 3.5 REB — FanDuel
2026-04-18,Ja'Kobe Walter,3PTM,1.5,BetRivers,2.4,0.76,0.609,63.0,OVER,Rotation,Toronto Raptors @ Cleveland Cavaliers,2.12,0.0,Loss,-0.0,,C,support,0.6304,C,false,NBA wager: Toronto Raptors @ Cleveland Cavaliers — Ja'Kobe Walter OVER 1.5 3PTM — BetRivers
2026-04-18,LeBron James,3PTM,1.5,BetRivers,0.9,0.76,0.554,76.3,UNDER,Starter,Houston Rockets @ Los Angeles Lakers,2.04,1.0,Win,1.04,,A,support,0.7627,A,true,NBA wager: Houston Rockets @ Los Angeles Lakers — LeBron James UNDER 1.5 3PTM — BetRivers
2026-04-18,Kevin Durant,AST,4.5,BetRivers,7.0,0.89,0.536,75.1,OVER,Starter,Houston Rockets @ Los Angeles Lakers,1.72,1.0,Void,0,,A,support,0.7513,A,true,NBA wager: Houston Rockets @ Los Angeles Lakers — Kevin Durant OVER 4.5 AST — BetRivers
2026-04-18,C.J. McCollum,AST,3.5,FanDuel,5.6,0.85,0.513,56.1,OVER,Starter,Atlanta Hawks @ New York Knicks,1.78,0.0,Loss,-0.0,,C,support,0.5612,C,false,NBA wager: Atlanta Hawks @ New York Knicks — C.J. McCollum OVER 3.5 AST — FanDuel
