date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-04-12,Nikola Topic,REB,4.5,BetOnline.ag,2.4,0.98,0.882,75.2,UNDER,Rotation,Phoenix Suns @ Oklahoma City Thunder,1.92,1.0,Win,0.92,,A,support,0.7524,A,true,NBA wager: Phoenix Suns @ Oklahoma City Thunder — Nikola Topic UNDER 4.5 REB — BetOnline.ag
2026-04-12,Devin Carter,AST,5.5,BetOnline.ag,3.8,0.91,0.776,75.2,UNDER,Starter,Sacramento Kings @ Portland Trail Blazers,1.95,1.0,Loss,-1.0,,A,support,0.7524,A,true,NBA wager: Sacramento Kings @ Portland Trail Blazers — Devin Carter UNDER 5.5 AST — BetOnline.ag
2026-04-12,Baylor Scheierman,REB,6.5,BetOnline.ag,3.3,0.97,0.714,74.3,UNDER,Rotation,Orlando Magic @ Boston Celtics,1.77,0.5,Loss,-0.5,,B,support,0.7428,B,true,NBA wager: Orlando Magic @ Boston Celtics — Baylor Scheierman UNDER 6.5 REB — BetOnline.ag
2026-04-12,Luka Garza,3PTM,1.5,BetOnline.ag,0.8,0.83,0.69,75.5,UNDER,Rotation,Orlando Magic @ Boston Celtics,2.03,1.0,Loss,-1.0,,A,support,0.7550,A,true,NBA wager: Orlando Magic @ Boston Celtics — Luka Garza UNDER 1.5 3PTM — BetOnline.ag
2026-04-12,LeBron James,PTS,26.5,BetOnline.ag,18.7,0.86,0.648,74.6,UNDER,Starter,Utah Jazz @ Los Angeles Lakers,1.91,0.5,Win,0.45,,B,support,0.7457,B,true,NBA wager: Utah Jazz @ Los Angeles Lakers — LeBron James UNDER 26.5 PTS — BetOnline.ag
2026-04-12,Nikola Jokic,PTS,15.5,BetOnline.ag,23.2,0.83,0.614,56.6,OVER,Starter,Denver Nuggets @ San Antonio Spurs,1.95,0.0,Win,0.0,,C,support,0.5660,C,false,NBA wager: Denver Nuggets @ San Antonio Spurs — Nikola Jokic OVER 15.5 PTS — BetOnline.ag
2026-04-12,Luke Kennard,3PTM,2.5,BetOnline.ag,1.4,0.82,0.539,75.5,UNDER,Rotation,Utah Jazz @ Los Angeles Lakers,1.87,1.0,Win,0.87,,A,support,0.7550,A,true,NBA wager: Utah Jazz @ Los Angeles Lakers — Luke Kennard UNDER 2.5 3PTM — BetOnline.ag
2026-04-12,Julian Strawther,PTS,14.5,BetOnline.ag,7.3,0.83,0.538,56.6,UNDER,Rotation,Denver Nuggets @ San Antonio Spurs,1.86,0.0,Loss,-0.0,,C,support,0.5660,C,false,NBA wager: Denver Nuggets @ San Antonio Spurs — Julian Strawther UNDER 14.5 PTS — BetOnline.ag
2026-04-12,Tyrese Maxey,PTS,28.5,BetOnline.ag,23.2,0.87,0.516,81.0,UNDER,Starter,Milwaukee Bucks @ Philadelphia 76ers,1.75,1.0,Win,0.75,,A,support,0.8098,A,true,NBA wager: Milwaukee Bucks @ Philadelphia 76ers — Tyrese Maxey UNDER 28.5 PTS — BetOnline.ag
2026-04-12,Immanuel Quickley,3PTM,2.5,BetOnline.ag,1.7,0.81,0.414,74.6,UNDER,Rotation,Brooklyn Nets @ Toronto Raptors,1.75,0.5,Win,0.38,,B,support,0.7457,B,true,NBA wager: Brooklyn Nets @ Toronto Raptors — Immanuel Quickley UNDER 2.5 3PTM — BetOnline.ag
