date,player,market,line,book,projection,prob,ev,edge_pct,bet,role,game,odds,stake,result,profit,injury,grade,council_recommendation,council_score,council_grade,publish,reason
2026-03-31,Jarrett Allen,PTS,12.5,BetRivers,17.2,0.8,0.761,11.1,OVER,Rotation,Cleveland Cavaliers @ Los Angeles Lakers,2.2,0.0,Win,0.0,,C,abstain,0.1106,PASS,false,NBA wager: Cleveland Cavaliers @ Los Angeles Lakers — Jarrett Allen OVER 12.5 PTS — BetRivers
2026-03-31,Tari Eason,REB,5.5,FanDuel,7.1,0.76,0.59,94.3,OVER,Rotation,New York Knicks @ Houston Rockets,2.1,1.0,Win,1.1,,A,support,0.9428,A,true,NBA wager: New York Knicks @ Houston Rockets — Tari Eason OVER 5.5 REB — FanDuel
2026-03-31,Dillon Brooks,PTS,14.5,BetRivers,20.0,0.74,0.574,11.1,OVER,Rotation,Phoenix Suns @ Orlando Magic,2.14,0.0,Loss,-0.0,,C,abstain,0.1106,PASS,false,NBA wager: Phoenix Suns @ Orlando Magic — Dillon Brooks OVER 14.5 PTS — BetRivers
2026-03-31,James Harden,REB,4.5,BetMGM,5.8,0.8,0.567,12.7,OVER,Starter,Cleveland Cavaliers @ Los Angeles Lakers,1.95,0.0,Loss,-0.0,,C,abstain,0.1266,PASS,false,NBA wager: Cleveland Cavaliers @ Los Angeles Lakers — James Harden OVER 4.5 REB — BetMGM
2026-03-31,LaMelo Ball,PTS,20.5,Bovada,24.7,0.76,0.562,55.1,OVER,Starter,Charlotte Hornets @ Brooklyn Nets,2.05,0.0,Loss,-0.0,,C,support,0.5512,C,false,NBA wager: Charlotte Hornets @ Brooklyn Nets — LaMelo Ball OVER 20.5 PTS — Bovada
2026-03-31,Deni Avdija,PTS,24.5,Bovada,21.3,0.76,0.552,77.7,UNDER,Starter,Portland Trail Blazers @ Los Angeles Clippers,2.05,1.0,Loss,-1.0,,A,support,0.7766,A,true,NBA wager: Portland Trail Blazers @ Los Angeles Clippers — Deni Avdija UNDER 24.5 PTS — Bovada
2026-03-31,Scoot Henderson,AST,4.5,BetRivers,3.4,0.78,0.52,78.3,UNDER,Rotation,Portland Trail Blazers @ Los Angeles Clippers,1.96,1.0,Win,0.96,,A,support,0.7827,A,true,NBA wager: Portland Trail Blazers @ Los Angeles Clippers — Scoot Henderson UNDER 4.5 AST — BetRivers
2026-03-31,Darius Garland,3PTM,2.5,BetMGM,4.6,0.87,0.508,77.7,OVER,Starter,Portland Trail Blazers @ Los Angeles Clippers,1.74,1.0,Win,0.74,,A,support,0.7766,A,true,NBA wager: Portland Trail Blazers @ Los Angeles Clippers — Darius Garland OVER 2.5 3PTM — BetMGM
2026-03-31,Josh Hart,REB,6.5,BetRivers,9.6,0.84,0.506,54.6,OVER,Starter,New York Knicks @ Houston Rockets,1.8,0.0,Loss,-0.0,,C,support,0.5460,PASS,false,NBA wager: New York Knicks @ Houston Rockets — Josh Hart OVER 6.5 REB — BetRivers
2026-03-31,Daniel Gafford,REB,8.5,BetOnline.ag,10.2,0.72,0.499,30.4,OVER,Rotation,Dallas Mavericks @ Milwaukee Bucks,2.09,0.0,Loss,-0.0,,C,support,0.3036,PASS,false,NBA wager: Dallas Mavericks @ Milwaukee Bucks — Daniel Gafford OVER 8.5 REB — BetOnline.ag
